symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFF,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfInvestment,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfInvestment,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
TATATECH.NS,2023-03-31,3M,INR,48840000.0,6707550000.0,-206000000.0,-3060630000.0,-3414740000.0,919650000.0,1907450000.0,26150000.0,-540720000.0,-3060630000.0,0.0,0.0,437770000.0,201380000.0,250220000.0,181290000.0,3828210000.0,-118700000.0,1105110000.0,2960000.0,-4820000.0,-460000.0,131350000.0,-4253040000.0,0.0,0.0,16350000.0,2165700000.0,2165700000.0,-1946240000.0,-1990680000.0,-204970000.0,1311110000.0,-141600000.0,-7060000.0,-982450000.0,-206000000.0,0.0,-963790000.0,1030000.0,10320000.0,-878010000.0
TATATECH.NS,2023-12-31,3M,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702200000.0,,,,,,,,,,,,,,
TATATECH.NS,2023-12-31,TTM,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,7386970000.0,,,,,,,,,,,,,,
