symbol,asOfDate,periodType,currencyCode,NetIncome
AXISBANK.NS,2023-03-31,3M,INR,-53618500000.0
AXISBANK.NS,2023-06-30,3M,INR,60913500000.0
AXISBANK.NS,2023-09-30,3M,INR,61922400000.0
AXISBANK.NS,2023-12-31,3M,INR,64916600000.0
AXISBANK.NS,2023-12-31,TTM,INR,134253100000.0
