symbol,asOfDate,periodType,currencyCode,NetIncome
ITC.NS,2023-03-31,3M,INR,51754800000.0
ITC.NS,2023-06-30,3M,INR,51049300000.0
ITC.NS,2023-09-30,3M,INR,48980700000.0
ITC.NS,2023-12-31,3M,INR,53352300000.0
ITC.NS,2023-12-31,TTM,INR,205137100000.0
