symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFF,InterestReceivedCFI,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfInvestment,SaleOfInvestmentProperties,SaleOfPPE,ShortTermDebtIssuance,ShortTermDebtPayments,TaxesRefundPaid
MANKIND.NS,2022-12-31,TTM,INR,2736240000.0,-26465780000.0,135420000.0,-295460000.0,-2371580000.0,-436860000.0,254280000.0,-1500210000.0,-3939470000.0,135420000.0,0.0,2635420000.0,2887580000.0,30000.0,62810000.0,2871660000.0,-2137750000.0,-15564490000.0,-410170000.0,9670000.0,-417380000.0,94530000.0,-8628120000.0,17969060000.0,-49420000.0,-159220000.0,-145080000.0,-100070000.0,11864950000.0,15569990000.0,-18997750000.0,0.0,16420990000.0,-1694740000.0,-208640000.0,1099020000.0,-7438660000.0,-1486100000.0,10901290000.0,115740000.0,121340000.0,-143200000.0,-18997750000.0,-2021960000.0,-7468030000.0,-19663800000.0,18442950000.0,0.0,29370000.0,18018480000.0,-19504580000.0,-3263000000.0
MANKIND.NS,2023-06-30,3M,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4868722000.0,,,,,,,,,,,,,,,,,,,,,,,
MANKIND.NS,2023-09-30,3M,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010260000.0,,,,,,,,,,,,,,,,,,,,,,,
MANKIND.NS,2023-12-31,3M,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4537600000.0,,,,,,,,,,,,,,,,,,,,,,,
