symbol,asOfDate,periodType,currencyCode,NetIncome
TORNTPOWER.NS,2023-03-31,3M,INR,4490700000.0
TORNTPOWER.NS,2023-06-30,3M,INR,5172700000.0
TORNTPOWER.NS,2023-09-30,3M,INR,5258900000.0
TORNTPOWER.NS,2023-12-31,3M,INR,3598300000.0
TORNTPOWER.NS,2023-12-31,TTM,INR,18520600000.0
