symbol,asOfDate,periodType,currencyCode,NetIncome
NAUKRI.NS,2023-03-31,3M,INR,-2728260000.0
NAUKRI.NS,2023-06-30,3M,INR,1586030000.0
NAUKRI.NS,2023-09-30,3M,INR,2051250000.0
NAUKRI.NS,2023-12-31,3M,INR,1510910000.0
NAUKRI.NS,2023-12-31,TTM,INR,2419930000.0
