symbol,asOfDate,periodType,currencyCode,NetIncome
FACT.NS,2023-03-31,3M,INR,1655953000.0
FACT.NS,2023-06-30,3M,INR,718100000.0
FACT.NS,2023-09-30,3M,INR,1052400000.0
FACT.NS,2023-12-31,3M,INR,303200000.0
FACT.NS,2023-12-31,TTM,INR,3729653000.0
