symbol,asOfDate,periodType,currencyCode,NetIncome
INDUSINDBK.NS,2023-03-31,3M,INR,20434400000.0
INDUSINDBK.NS,2023-06-30,3M,INR,21245000000.0
INDUSINDBK.NS,2023-09-30,3M,INR,22021600000.0
INDUSINDBK.NS,2023-12-31,3M,INR,23014900000.0
INDUSINDBK.NS,2023-12-31,TTM,INR,86715978000.0
