symbol,asOfDate,periodType,currencyCode,NetIncome
TATAELXSI.NS,2023-03-31,3M,INR,2015161000.0
TATAELXSI.NS,2023-06-30,3M,INR,1888527000.0
TATAELXSI.NS,2023-09-30,3M,INR,2000184000.0
TATAELXSI.NS,2023-12-31,3M,INR,2064324000.0
TATAELXSI.NS,2023-12-31,TTM,INR,7968196000.0
