symbol,asOfDate,periodType,currencyCode,NetIncome
LODHA.NS,2023-03-31,3M,INR,7444300000.0
LODHA.NS,2023-09-30,3M,INR,2019000000.0
LODHA.NS,2023-12-31,3M,INR,5033000000.0
LODHA.NS,2023-12-31,TTM,INR,16280000000.0
