symbol,asOfDate,periodType,currencyCode,NetIncome
TATACOMM.NS,2023-03-31,3M,INR,3260300000.0
TATACOMM.NS,2023-06-30,3M,INR,3816900000.0
TATACOMM.NS,2023-09-30,3M,INR,2206600000.0
TATACOMM.NS,2023-12-31,3M,INR,448100000.0
TATACOMM.NS,2023-12-31,TTM,INR,9731900000.0
