symbol,asOfDate,periodType,currencyCode,NetIncome
SAIL.NS,2023-03-31,3M,INR,11592100000.0
SAIL.NS,2023-06-30,3M,INR,2124800000.0
SAIL.NS,2023-09-30,3M,INR,13055900000.0
SAIL.NS,2023-12-31,3M,INR,4229200000.0
SAIL.NS,2023-12-31,TTM,INR,31002000000.0
