symbol,asOfDate,periodType,currencyCode,NetIncome
CIPLA.NS,2023-03-31,3M,INR,5256500000.0
CIPLA.NS,2023-06-30,3M,INR,9957000000.0
CIPLA.NS,2023-09-30,3M,INR,11309100000.0
CIPLA.NS,2023-12-31,3M,INR,10559000000.0
CIPLA.NS,2023-12-31,TTM,INR,37081600000.0
