symbol,asOfDate,periodType,currencyCode,NetIncome
ZYDUSLIFE.NS,2023-03-31,3M,INR,2966000000.0
ZYDUSLIFE.NS,2023-06-30,3M,INR,10869000000.0
ZYDUSLIFE.NS,2023-09-30,3M,INR,8007000000.0
ZYDUSLIFE.NS,2023-12-31,3M,INR,7896000000.0
ZYDUSLIFE.NS,2023-12-31,TTM,INR,29738000000.0
