symbol,asOfDate,periodType,currencyCode,NetIncome
NESTLEIND.NS,2023-03-31,3M,INR,7366400000.0
NESTLEIND.NS,2023-06-30,3M,INR,6983400000.0
NESTLEIND.NS,2023-09-30,3M,INR,9080800000.0
NESTLEIND.NS,2023-09-30,TTM,INR,29711100000.0
