symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFF,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfInvestment,SaleOfPPE,ShortTermDebtIssuance,StockBasedCompensation,TaxesRefundPaid
POLYCAB.NS,2023-03-31,3M,INR,-1378930000.0,1023240000.0,-1139300000.0,0.0,171680000.0,-3455340000.0,-2637400000.0,-573380000.0,5182060000.0,-2987850000.0,-4237580000.0,171680000.0,,16410000.0,1913530000.0,534600000.0,1194920000.0,-81450000.0,59750000.0,-222270000.0,5450000.0,-247850000.0,45820000.0,-945920000.0,16410000.0,30130000.0,30130000.0,,0.0,16410000.0,103170000.0,4247500000.0,5730630000.0,-6460000.0,137360000.0,159440000.0,-7370000.0,-1125700000.0,166810000.0,1199050000.0,186320000.0,0.0,-6460000.0,-30712390000.0,-1132840000.0,,30849750000.0,7140000.0,,15410000.0,-1040530000.0
POLYCAB.NS,2023-06-30,3M,INR,,1194920000.0,-1523620000.0,-2997300000.0,25870000.0,-5495320000.0,-369040000.0,250880000.0,-3479410000.0,-359010000.0,-9462720000.0,25870000.0,-2997300000.0,58190000.0,571440000.0,571440000.0,1220790000.0,-2716900000.0,-5603780000.0,-177170000.0,-1030000.0,-270520000.0,68370000.0,6822930000.0,58190000.0,543770000.0,1600000.0,-9130000.0,,58190000.0,145270000.0,3992720000.0,5304920000.0,-21800000.0,8279120000.0,534640000.0,-7530000.0,-1500560000.0,542170000.0,-4080160000.0,141000000.0,,-21800000.0,-31738620000.0,-1501820000.0,-9130000.0,40017740000.0,1260000.0,542170000.0,27550000.0,-707620000.0
POLYCAB.NS,2023-09-30,3M,INR,,1220790000.0,-2039480000.0,0.0,1021970000.0,697430000.0,363110000.0,-225440000.0,1883420000.0,-666790000.0,2076130000.0,1021970000.0,,71680000.0,602960000.0,602960000.0,2242760000.0,-787510000.0,4970410000.0,-213890000.0,-1180000.0,-258280000.0,178790000.0,-5200410000.0,71680000.0,-482210000.0,59390000.0,-66500000.0,,71680000.0,11840000.0,4255680000.0,5571520000.0,-20450000.0,-3338890000.0,-548710000.0,-7110000.0,-2017040000.0,-541600000.0,7009890000.0,188860000.0,,-20450000.0,-29299510000.0,-2019030000.0,-66500000.0,25960620000.0,1990000.0,-541600000.0,226590000.0,-1534320000.0
POLYCAB.NS,2023-12-31,3M,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4128500000.0,,,,,,,,,,,,,,,,,,,
POLYCAB.NS,2023-12-31,TTM,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16622420000.0,,,,,,,,,,,,,,,,,,,
