symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfPPE,RepaymentOfDebt,SaleOfInvestment,SaleOfPPE,ShortTermDebtPayments,TaxesRefundPaid
IRFC.NS,2023-03-31,3M,INR,6528060000.0,-2630000.0,0.0,-4467780000.0,29564180000.0,44648690000.0,-628040000.0,-252194500000.0,-178011050000.0,-4467780000.0,0.0,,33200000.0,33200000.0,4120000.0,2060280000.0,157367850000.0,-161839940000.0,-4120000.0,170000.0,1680000.0,,157402380000.0,157402380000.0,,,13277050000.0,13277050000.0,0.0,157402380000.0,157402380000.0,-2440000.0,0.0,-161837310000.0,,253810000.0,1850000.0,-2630000.0,0.0,0.0,190000.0,0.0,2611780000.0
IRFC.NS,2023-06-30,3M,INR,2060280000.0,-720000.0,,3061830000.0,-11854050000.0,27044250000.0,-102040000.0,54610490000.0,69855740000.0,3061820000.0,0.0,0.0,42270000.0,42270000.0,0.0,5122110000.0,-82636970000.0,85698790000.0,,10000.0,-720000.0,0.0,,,,0.0,15565740000.0,15565740000.0,0.0,-82594260000.0,-82594260000.0,-720000.0,0.0,85699510000.0,10000.0,237740000.0,1510000.0,-720000.0,,0.0,0.0,,-3500000.0
IRFC.NS,2023-09-30,3M,INR,5122110000.0,-38290000.0,,91898380000.0,-50926600000.0,118328780000.0,90870000.0,44821180000.0,112565510000.0,91898390000.0,0.0,0.0,21500000.0,21500000.0,3070000.0,97020490000.0,-36804400000.0,128699670000.0,,100000.0,-35170000.0,0.0,,,,0.0,15498720000.0,15498720000.0,0.0,-36795060000.0,-36349310000.0,-38240000.0,-445750000.0,128737960000.0,,659480000.0,1520000.0,-38290000.0,,0.0,50000.0,,-5800000.0
IRFC.NS,2023-12-31,3M,INR,97020490000.0,-32500000.0,,-91816340000.0,-47223860000.0,-144030970000.0,-1970000.0,46612670000.0,-144388980000.0,-91816330000.0,,0.0,13320000.0,13320000.0,300000.0,5204150000.0,36660230000.0,-128476810000.0,-300000.0,100000.0,-32250000.0,0.0,,,29104310000.0,0.0,16042270000.0,16042270000.0,0.0,56271560000.0,56271560000.0,-32550000.0,0.0,-128444310000.0,,224210000.0,1510000.0,-32500000.0,29104310000.0,0.0,-50000.0,0.0,355040000.0
IRFC.NS,2023-12-31,TTM,INR,6528060000.0,-74140000.0,-19602750000.0,-1323910000.0,-80440330000.0,45990750000.0,-641180000.0,-106150160000.0,-139978780000.0,-1323900000.0,,,110290000.0,110290000.0,7490000.0,5204160000.0,74586710000.0,-75918290000.0,-7490000.0,380000.0,-66460000.0,,184569630000.0,184569630000.0,,,60383780000.0,60383780000.0,0.0,94284620000.0,94730370000.0,-73950000.0,-445750000.0,-75844150000.0,,1375240000.0,6390000.0,-74140000.0,-90285010000.0,0.0,190000.0,-445750000.0,2957520000.0
