symbol,asOfDate,periodType,currencyCode,NetIncome
JSWSTEEL.NS,2023-03-31,3M,INR,36640000000.0
JSWSTEEL.NS,2023-06-30,3M,INR,23380000000.0
JSWSTEEL.NS,2023-09-30,3M,INR,27600000000.0
JSWSTEEL.NS,2023-12-31,3M,INR,24150000000.0
JSWSTEEL.NS,2023-12-31,TTM,INR,111770000000.0
