symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFF,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetPreferredStockIssuance,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PreferredStockIssuance,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfPPE,TaxesRefundPaid
BHARTIARTL.NS,2023-03-31,3M,INR,82790000000.0,-75605000000.0,-205000000.0,10163000000.0,-7460000000.0,-20293000000.0,6077000000.0,-28330000000.0,10163000000.0,-205000000.0,3000000.0,-2000000.0,15054000000.0,94059000000.0,7000000.0,-2739000000.0,90214000000.0,-77113000000.0,201894000000.0,1980000000.0,-19958000000.0,859000000.0,-67424000000.0,3000000.0,0.0,1000000.0,30056000000.0,50140000000.0,119930000000.0,7313000000.0,-39675000000.0,-38361000000.0,-315000000.0,-123682000000.0,-71851000000.0,0.0,-1314000000.0,154700000000.0,,42546000000.0,0.0,0.0,119930000000.0,7002000000.0,-72736000000.0,-2000000.0,0.0,885000000.0,-4975000000.0
BHARTIARTL.NS,2023-06-30,3M,INR,90214000000.0,-103550000000.0,-4032000000.0,-16380000000.0,5651000000.0,32387000000.0,-16159000000.0,21879000000.0,-16380000000.0,-4032000000.0,36000000.0,,96538000000.0,96538000000.0,0.0,-1504000000.0,72329000000.0,-66096000000.0,104547000000.0,1716000000.0,-23200000000.0,1041000000.0,-158381000000.0,36000000.0,0.0,36000000.0,16125000000.0,18529000000.0,-12619000000.0,-55872000000.0,-19466000000.0,-20743000000.0,325000000.0,,-90931000000.0,,1277000000.0,208097000000.0,-1000000.0,84204000000.0,,0.0,-12619000000.0,,,,,,-14769000000.0
BHARTIARTL.NS,2023-09-30,3M,INR,72329000000.0,-37519000000.0,-25781000000.0,14739000000.0,3595000000.0,-37999000000.0,11920000000.0,-22484000000.0,14739000000.0,,-36000000.0,,805000000.0,805000000.0,463000000.0,-1438000000.0,67747000000.0,-41445000000.0,-54325000000.0,-3672000000.0,-31361000000.0,79000000.0,72990000000.0,-36000000.0,-300000000.0,-155000000.0,13407000000.0,20868000000.0,-31390000000.0,110266000000.0,19494000000.0,21634000000.0,-2466000000.0,,-6129000000.0,,-2140000000.0,-16806000000.0,2000000.0,-21768000000.0,,-300000000.0,-31390000000.0,,,,,,9443000000.0
BHARTIARTL.NS,2023-12-31,3M,INR,67748000000.0,-102260000000.0,-8416000000.0,15674000000.0,21094000000.0,-3032000000.0,-1145000000.0,16917000000.0,15674000000.0,,3106000000.0,,100744000000.0,100744000000.0,609000000.0,-6201000000.0,77221000000.0,-46710000000.0,112086000000.0,2768000000.0,-23310000000.0,2367000000.0,-151962000000.0,3106000000.0,0.0,3106000000.0,24422000000.0,41084000000.0,-3537000000.0,-52679000000.0,1148000000.0,986000000.0,408000000.0,1000000.0,-98723000000.0,,162000000.0,214346000000.0,,56294000000.0,,0.0,-3537000000.0,,,,,,-3459000000.0
BHARTIARTL.NS,2023-12-31,TTM,INR,82790000000.0,-299685000000.0,-42466000000.0,7816000000.0,28532000000.0,3450000000.0,-15466000000.0,9862000000.0,7816000000.0,,3025000000.0,,309678000000.0,388683000000.0,1079000000.0,-13385000000.0,90606000000.0,-297460000000.0,468749000000.0,4509000000.0,-121029000000.0,5388000000.0,-463158000000.0,3025000000.0,-300000000.0,3023000000.0,84010000000.0,149150000000.0,59764000000.0,-46843000000.0,-57964000000.0,-57227000000.0,-1723000000.0,,-358564000000.0,,-737000000.0,768434000000.0,,245478000000.0,,-300000000.0,59764000000.0,,,,,,-28529000000.0
