symbol,asOfDate,periodType,currencyCode,NetIncome
IDEA.NS,2023-03-31,3M,INR,-64189000000.0
IDEA.NS,2023-06-30,3M,INR,-78400000000.0
IDEA.NS,2023-09-30,3M,INR,-87379000000.0
IDEA.NS,2023-12-31,3M,INR,-69859000000.0
IDEA.NS,2023-12-31,TTM,INR,-299827000000.0
