symbol,asOfDate,periodType,currencyCode,NetIncome
LTTS.NS,2023-03-31,3M,INR,3096000000.0
LTTS.NS,2023-06-30,3M,INR,3111000000.0
LTTS.NS,2023-09-30,3M,INR,3154000000.0
LTTS.NS,2023-12-31,3M,INR,3362000000.0
LTTS.NS,2023-12-31,TTM,INR,12605000000.0
