symbol,asOfDate,periodType,currencyCode,NetIncome
HAVELLS.NS,2023-03-31,3M,INR,3580400000.0
HAVELLS.NS,2023-06-30,3M,INR,2870700000.0
HAVELLS.NS,2023-09-30,3M,INR,2490800000.0
HAVELLS.NS,2023-12-31,3M,INR,2879100000.0
HAVELLS.NS,2023-12-31,TTM,INR,11821000000.0
