symbol,asOfDate,periodType,currencyCode,NetIncome
INDIGO.NS,2023-03-31,3M,INR,9192020000.0
INDIGO.NS,2023-06-30,3M,INR,30906010000.0
INDIGO.NS,2023-09-30,3M,INR,1889290000.0
INDIGO.NS,2023-12-31,3M,INR,29981200000.0
INDIGO.NS,2023-12-31,TTM,INR,71968520000.0
