symbol,asOfDate,periodType,currencyCode,NetIncome
IGL.NS,2023-03-31,3M,INR,3975100000.0
IGL.NS,2023-06-30,3M,INR,5219900000.0
IGL.NS,2023-09-30,3M,INR,5526700000.0
IGL.NS,2023-12-31,3M,INR,4766200000.0
IGL.NS,2023-12-31,TTM,INR,19487900000.0
