symbol,asOfDate,periodType,currencyCode,NetIncome
TRENT.NS,2023-03-31,3M,INR,531600000.0
TRENT.NS,2023-06-30,3M,INR,1734800000.0
TRENT.NS,2023-09-30,3M,INR,2347300000.0
TRENT.NS,2023-12-31,3M,INR,3743600000.0
TRENT.NS,2023-12-31,TTM,INR,8367300000.0
