symbol,asOfDate,periodType,currencyCode,NetIncome
AUBANK.NS,2023-03-31,3M,INR,4246322000.0
AUBANK.NS,2023-06-30,3M,INR,3868963000.0
AUBANK.NS,2023-09-30,3M,INR,4018349000.0
AUBANK.NS,2023-12-31,3M,INR,3752479000.0
AUBANK.NS,2023-12-31,TTM,INR,15886111000.0
