symbol,asOfDate,periodType,currencyCode,NetIncome
APOLLOTYRE.NS,2023-03-31,3M,INR,4273980000.0
APOLLOTYRE.NS,2023-06-30,3M,INR,3969080000.0
APOLLOTYRE.NS,2023-09-30,3M,INR,4742510000.0
APOLLOTYRE.NS,2023-12-31,3M,INR,4966260000.0
APOLLOTYRE.NS,2023-12-31,TTM,INR,18368720000.0
