symbol,asOfDate,periodType,currencyCode,NetIncome
DELHIVERY.NS,2023-03-31,3M,INR,-1586740000.0
DELHIVERY.NS,2023-06-30,3M,INR,-894800000.0
DELHIVERY.NS,2023-09-30,3M,INR,-1029410000.0
DELHIVERY.NS,2023-12-31,3M,INR,117060000.0
DELHIVERY.NS,2023-12-31,TTM,INR,-3393890000.0
