symbol,asOfDate,periodType,currencyCode,NetIncome
ONGC.NS,2023-03-31,3M,INR,37154800000.0
ONGC.NS,2023-06-30,3M,INR,141339100000.0
ONGC.NS,2023-09-30,3M,INR,137341100000.0
ONGC.NS,2023-12-31,3M,INR,103564400000.0
ONGC.NS,2023-12-31,TTM,INR,419399400000.0
