symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
AMBUJACEM.NS,2023-09-30,3M,INR,24708800000.0,17464400000.0,21000000.0,16180800000.0,7009900000.0,3971300000.0,11365100000.0,129721200000.0,3971300000.0,329068400000.0,21836100000.0,209193800000.0,1893600000.0,186300000.0,2079900000.0,114781000000.0,164300000.0,78696900000.0,82466900000.0,188498900000.0,36000300000.0,329510200000.0,16180800000.0,5116300000.0,255500000.0,5371800000.0,1693900000.0,2691500000.0,73971600000.0,188498900000.0,246601500000.0,7455500000.0,1985645229.0,21804700000.0,41272600000.0,325097100000.0,3770000000.0,21584800000.0,464700000.0,166662800000.0,68000000.0,118356100000.0,49349200000.0,1985645229.0,329068400000.0,246601500000.0,4114200000.0,533804500000.0,329323900000.0,7451700000.0,403040000000.0,130764500000.0,324610700000.0,15983500000.0,24640400000.0,94412800000.0
