symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
MANKIND.NS,2023-09-30,3M,INR,11125695000.0,10572019000.0,28298000.0,1987359000.0,121252000.0,400588000.0,2534867000.0,23519036000.0,400588000.0,84284494000.0,1588640000.0,56623225000.0,32212000.0,1474130000.0,1506342000.0,21284117000.0,3462667000.0,200225000.0,17187343000.0,31005414000.0,15337913000.0,85957592000.0,53423000.0,1987359000.0,89040000.0,198968000.0,288008000.0,1870052000.0,1138306000.0,2051404000.0,31005414000.0,67097151000.0,1007263000.0,1194527000.0,400588440.0,7148292000.0,1853110000.0,83883906000.0,16987118000.0,457541000.0,742387000.0,29416774000.0,17667000.0,20984169000.0,12451424000.0,400588440.0,84284494000.0,67097151000.0,110983243000.0,84483462000.0,1794350000.0,86335898000.0,24647345000.0,54360018000.0,3363228000.0,1325729000.0,35339108000.0
