symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,CurrentProvisions,DividendsPayable,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
BERGEPAINT.NS,2023-03-31,3M,INR,17656900000.0,12431200000.0,-8991600000.0,1275100000.0,-445800000.0,259400000.0,15515500000.0,4213200000.0,971400000.0,1161700000.0,2929100000.0,303700000.0,858000000.0,971400000.0,44941200000.0,1101900000.0,41644500000.0,866800000.0,7598800000.0,8465600000.0,385200000.0,29745500000.0,14000000.0,47100000.0,0.0,13943400000.0,2816900000.0,2974100000.0,12877000000.0,40435100000.0,23191200000.0,52617700000.0,259400000.0,1301500000.0,1816400000.0,3346400000.0,77700000.0,3424100000.0,1301500000.0,42900000.0,21950100000.0,81400000.0,6514800000.0,31443500000.0,41967100000.0,7600000.0,558500000.0,76300000.0,1221100000.0,1165706982.0,2480100000.0,991100000.0,45800000.0,157200000.0,477900000.0,337600000.0,40800000.0,666700000.0,51200000.0,486200000.0,1767400000.0,18370700000.0,457700000.0,2559400000.0,0.0,7360700000.0,47400000.0,39779600000.0,1165706982.0,44941200000.0,41967100000.0,79671700000.0,45018900000.0,11889700000.0,45022600000.0,34649100000.0,38023700000.0,4903600000.0,184400000.0,1409200000.0,11899000000.0
BERGEPAINT.NS,2023-09-30,3M,INR,17940400000.0,16672600000.0,,,,1003100000.0,,4606800000.0,1165700000.0,1547900000.0,4445600000.0,,,1165700000.0,48419600000.0,1246500000.0,45991100000.0,939200000.0,6864800000.0,7804000000.0,,30115300000.0,724400000.0,,,,2948200000.0,3123700000.0,,31777300000.0,22451100000.0,55354500000.0,1003100000.0,1356900000.0,,3667600000.0,70100000.0,3737700000.0,1356900000.0,123600000.0,,91900000.0,5387000000.0,31777300000.0,45295900000.0,8400000.0,666600000.0,,,1165706982.0,2301200000.0,1335600000.0,47253900000.0,175500000.0,,335600000.0,40500000.0,,30530800000.0,120600000.0,2897700000.0,18575500000.0,,,,,,,1165706982.0,48419600000.0,45295900000.0,84027200000.0,48489700000.0,11541700000.0,48511500000.0,35515700000.0,38036100000.0,5400400000.0,635100000.0,,15875800000.0
