symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PreferredSecuritiesOutsideStockEquity,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
JSWSTEEL.NS,2023-03-31,3M,INR,388940000000.0,71340000000.0,-336590000000.0,61910000000.0,-2740000000.0,40000000.0,36250000000.0,166120000000.0,20110000000.0,3010000000.0,154240000000.0,205250000000.0,131150000000.0,23090000000.0,3010000000.0,656950000000.0,219210000000.0,681500000000.0,4170000000.0,168760000000.0,172930000000.0,699630000000.0,2800000000.0,20000000.0,570000000.0,180000000.0,8190000000.0,10000000.0,1280000000.0,22130000000.0,74080000000.0,1579780000000.0,4600000000.0,331350000000.0,1445170000000.0,860000000.0,44440000000.0,7000000000.0,55010000000.0,15940000000.0,619460000000.0,635400000000.0,7000000000.0,13950000000.0,1138430000000.0,13440000000.0,633980000000.0,1243190000000.0,634820000000.0,0.0,5390000000.0,79360000000.0,22700000000.0,2404356419.0,110000000.0,18520000000.0,4080000000.0,20850000000.0,620000000.0,390000000.0,59290000000.0,1023980000000.0,19210000000.0,51010000000.0,462290000000.0,330000000.0,29510000000.0,1010000000.0,190160000000.0,6370000000.0,426270000000.0,2417220440.0,656950000000.0,634820000000.0,13720000000.0,2110780000000.0,1276410000000.0,808330000000.0,670390000000.0,1440390000000.0,1429280000000.0,740760000000.0,13490000000.0,10650000000.0,12864021.0,141180000000.0,-18130000000.0
JSWSTEEL.NS,2023-09-30,3M,INR,323280000000.0,71870000000.0,,,,20000000.0,112260000000.0,,19540000000.0,3050000000.0,55370000000.0,124550000000.0,,,3050000000.0,739580000000.0,283790000000.0,592740000000.0,2550000000.0,226640000000.0,229190000000.0,693260000000.0,2950000000.0,160000000.0,,730000000.0,,,5640000000.0,29940000000.0,,1340800000000.0,6380000000.0,338420000000.0,1538780000000.0,850000000.0,112260000000.0,7030000000.0,,16990000000.0,572560000000.0,589550000000.0,7030000000.0,14450000000.0,,14410000000.0,743830000000.0,1340800000000.0,709640000000.0,,3630000000.0,92350000000.0,,2433105517.0,50230000000.0,52660000000.0,736530000000.0,24300000000.0,62070000000.0,500000000.0,,1057010000000.0,1240000000.0,69180000000.0,329010000000.0,,,,,,,2433105517.0,739580000000.0,709640000000.0,30000000.0,2159380000000.0,1312140000000.0,818740000000.0,753990000000.0,1405390000000.0,1566640000000.0,712130000000.0,5730000000.0,,,,-100520000000.0
