symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DividendsPayable,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HeldToMaturitySecurities,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
SUNTV.NS,2023-03-31,3M,INR,2508400000.0,14743000000.0,-5357900000.0,4718200000.0,-1928900000.0,362700000.0,2696300000.0,628700000.0,1970400000.0,1312000000.0,42092200000.0,0.0,1312000000.0,1970400000.0,92715900000.0,,59508900000.0,296300000.0,296300000.0,8235500000.0,205000000.0,6800000.0,48000000.0,8678300000.0,16671900000.0,14981800000.0,14561500000.0,92715900000.0,302500000.0,14924200000.0,4298900000.0,877300000.0,332400000.0,332400000.0,4298900000.0,8800000.0,11408200000.0,55800000.0,9623900000.0,84037600000.0,132200000.0,2249700000.0,8800000.0,1289200000.0,394084620.0,7600000.0,3237800000.0,90745500000.0,8630300000.0,1167300000.0,2243000000.0,9623900000.0,1959000000.0,40780200000.0,4758200000.0,0.0,549800000.0,0.0,157300000.0,81189300000.0,394084620.0,92715900000.0,84037600000.0,101480800000.0,92715900000.0,628700000.0,92771700000.0,8709100000.0,41971900000.0,473600000.0,0.0,51273400000.0
SUNTV.NS,2023-09-30,3M,INR,2819400000.0,14441600000.0,,,,17150500000.0,,520900000.0,1970400000.0,1432600000.0,48476600000.0,,,1970400000.0,100823200000.0,32000000.0,65612300000.0,237300000.0,237300000.0,7244100000.0,206800000.0,,48000000.0,8700300000.0,,9139400000.0,,100823200000.0,290200000.0,17150500000.0,4309400000.0,,283600000.0,283600000.0,4309400000.0,11900000.0,,58800000.0,9139400000.0,92122900000.0,23500000.0,1950200000.0,,,394084620.0,2694100000.0,2433100000.0,98852800000.0,8652300000.0,1102500000.0,,9107400000.0,,47044000000.0,3274400000.0,,,,,,394084620.0,100823200000.0,92122900000.0,108525300000.0,100823200000.0,520900000.0,100882000000.0,7643300000.0,42913000000.0,399200000.0,455000000.0,58368200000.0
