symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,HeldToMaturitySecurities,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
TIINDIA.NS,2023-03-31,3M,INR,23191100000.0,21289000000.0,-13989800000.0,3522900000.0,-1248000000.0,1898700000.0,255100000.0,13037800000.0,969300000.0,193100000.0,8428300000.0,15360400000.0,6397900000.0,2030400000.0,193100000.0,39506300000.0,1779300000.0,59645500000.0,138200000.0,5849600000.0,5987800000.0,1200000.0,46875100000.0,2499200000.0,10700000.0,38700000.0,,5600000.0,3158800000.0,8344800000.0,13736500000.0,22537000000.0,37976000000.0,700000.0,206100000.0,13529100000.0,49797700000.0,117200000.0,466800000.0,94100000.0,1967600000.0,831100000.0,4441800000.0,5272900000.0,94100000.0,433400000.0,21191300000.0,10048700000.0,1863100000.0,23986200000.0,25769800000.0,4800000.0,3349600000.0,319300000.0,762200000.0,193121076.0,4045300000.0,1577800000.0,148100000.0,5391700000.0,506300000.0,10300000.0,22400000.0,623200000.0,22206900000.0,1402400000.0,6932100000.0,23995400000.0,2253700000.0,0.0,5376400000.0,1107700000.0,31844000000.0,193121076.0,39506300000.0,25769800000.0,2803700000.0,102519400000.0,43948100000.0,11260700000.0,49555000000.0,52964400000.0,42874500000.0,6089300000.0,142400000.0,22000000.0,4487600000.0,12770400000.0
TIINDIA.NS,2023-09-30,3M,INR,25303000000.0,23961900000.0,,,,731800000.0,1164200000.0,,1437600000.0,193300000.0,3067200000.0,26410400000.0,,,193300000.0,44243400000.0,2094500000.0,72797400000.0,242700000.0,6245100000.0,6487800000.0,,49773900000.0,2551600000.0,0.0,,15900000.0,,,10811000000.0,18528000000.0,,26226600000.0,39200000.0,,16540700000.0,51018700000.0,116000000.0,1164200000.0,,,1194900000.0,530200000.0,1725100000.0,90800000.0,495200000.0,,13544600000.0,3708100000.0,26226600000.0,25715400000.0,0.0,2390600000.0,1002600000.0,,193318815.0,4201500000.0,4403400000.0,44050100000.0,7717000000.0,,1302300000.0,39400000.0,,24132100000.0,18900000.0,23343200000.0,25628800000.0,,,,,,193318815.0,44243400000.0,25715400000.0,893000000.0,122842600000.0,44773600000.0,8212900000.0,57788000000.0,65054600000.0,50045200000.0,15280700000.0,325800000.0,,,23023500000.0
