symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DividendsPayable,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
LUPIN.NS,2023-03-31,3M,INR,25315300000.0,44807000000.0,-40387200000.0,11202300000.0,-490800000.0,1457700000.0,28315200000.0,2974700000.0,910000000.0,12778200000.0,19521000000.0,5124000000.0,7654200000.0,910000000.0,124645000000.0,8948200000.0,124513000000.0,1110800000.0,42165400000.0,43276200000.0,92653700000.0,5151100000.0,42000000.0,0.0,470600000.0,22133100000.0,22187800000.0,40533900000.0,45297800000.0,95785600000.0,0.0,44917600000.0,167085500000.0,470600000.0,,3280800000.0,1863900000.0,275100000.0,2139000000.0,300700000.0,3430300000.0,55241400000.0,783200000.0,29662300000.0,55398400000.0,84111100000.0,1600200000.0,1556500000.0,2294300000.0,3430300000.0,2790400000.0,454981335.0,52200000.0,3878400000.0,1489400000.0,18346100000.0,3504100000.0,1980100000.0,1600200000.0,9796400000.0,46450200000.0,3172100000.0,6742800000.0,39403400000.0,3007400000.0,0.0,12962100000.0,153100000.0,95359500000.0,454981335.0,124645000000.0,84111100000.0,8882600000.0,229559300000.0,124920100000.0,45415200000.0,125428200000.0,104131100000.0,105046300000.0,11477400000.0,4249700000.0,2013600000.0,6318300000.0,31859300000.0
LUPIN.NS,2023-09-30,3M,INR,27546100000.0,44641100000.0,,,,1702300000.0,,2608700000.0,910500000.0,14813300000.0,22607500000.0,,,910500000.0,132387400000.0,6756700000.0,125884700000.0,1072900000.0,35237400000.0,36310300000.0,89214700000.0,5190300000.0,,,,,22915800000.0,44322300000.0,,54892100000.0,,46741300000.0,167624800000.0,1702300000.0,271900000.0,,1535800000.0,0.0,1535800000.0,271900000.0,3842700000.0,,682600000.0,20424100000.0,54892100000.0,88065100000.0,,2307700000.0,2643900000.0,,,455221984.0,11482300000.0,9295800000.0,131476900000.0,21406500000.0,,1048400000.0,1930200000.0,,48135400000.0,38600000.0,7794200000.0,32092100000.0,,,,,,455221984.0,132387400000.0,88065100000.0,373900000.0,234436500000.0,132387400000.0,37846100000.0,133070000000.0,101366500000.0,108551800000.0,12151800000.0,4546000000.0,,,36670000000.0
