symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,CurrentProvisions,DividendsPayable,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HeldToMaturitySecurities,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
ZEEL.NS,2023-03-31,3M,INR,17494000000.0,16088000000.0,-9450000000.0,20231000000.0,-4340000000.0,918500000.0,5521000000.0,2761000000.0,961000000.0,7179000000.0,7233000000.0,2321000000.0,4858000000.0,961000000.0,107219000000.0,191000000.0,112274000000.0,634000000.0,19000000.0,653000000.0,103200000.0,26322000000.0,135300000.0,54000000.0,330000000.0,65444000000.0,3302000000.0,5982000000.0,20428000000.0,16756000000.0,0.0,73079000000.0,107278000000.0,500000000.0,330000000.0,0.0,19000000.0,213000000.0,2127000000.0,40000000.0,2167000000.0,19000000.0,1361900000.0,8284000000.0,0.0,7306000000.0,101237000000.0,4229000000.0,1362000000.0,732000000.0,960519420.0,11432500000.0,3690100000.0,-27000000.0,2680000000.0,143300000.0,5006000000.0,2760000000.0,3522000000.0,54000000.0,22657000000.0,135000000.0,11545000000.0,0.0,15000000.0,807000000.0,79665000000.0,960519420.0,107219000000.0,101237000000.0,137283000000.0,107259000000.0,2820000000.0,107219000000.0,30064000000.0,25009000000.0,3742000000.0,103000000.0,0.0,7620000000.0,85952000000.0
ZEEL.NS,2023-09-30,3M,INR,18764900000.0,22562400000.0,,,,957200000.0,,2453700000.0,960600000.0,4759700000.0,9686300000.0,,,960600000.0,107902200000.0,141300000.0,113361800000.0,637700000.0,21900000.0,659600000.0,,26408700000.0,151400000.0,,,,3301600000.0,5661600000.0,,6869900000.0,,70216400000.0,107963900000.0,494400000.0,957200000.0,,,185400000.0,1816000000.0,39800000.0,1855800000.0,21600000.0,1628300000.0,,,6869900000.0,102240600000.0,4900800000.0,,,960519420.0,10896700000.0,3379800000.0,106941600000.0,2360000000.0,93300000.0,,6728600000.0,,4926600000.0,19478300000.0,,,,,,,960519420.0,107902200000.0,102240600000.0,137980400000.0,107942000000.0,2515400000.0,107902200000.0,30078200000.0,24618600000.0,3669500000.0,713400000.0,,,86953100000.0
