symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherProperties,OtherShortTermInvestments,Payables,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
INDIGO.NS,2023-03-31,3M,INR,32089890000.0,5199040000.0,24500340000.0,426018760000.0,3855470000.0,12679690000.0,244374810000.0,3855470000.0,-62465160000.0,0.0,261487140000.0,103772670000.0,22523370000.0,126296040000.0,238511460000.0,2896500000.0,315440000.0,276476640000.0,5910670000.0,-39941790000.0,24500340000.0,322246090000.0,322246090000.0,13364540000.0,0.0,9843680000.0,276476640000.0,-62780600000.0,2949440000.0,385547099.0,6002620000.0,51296680000.0,-66320630000.0,315440000.0,14971320000.0,1230160000.0,276476640000.0,231695120000.0,32120650000.0,385547099.0,-62465160000.0,-62780600000.0,591698190000.0,-62465160000.0,448542130000.0,-62465160000.0,654163350000.0,330211050000.0,415651890000.0,30760000.0,22975680000.0
INDIGO.NS,2023-09-30,3M,INR,40527390000.0,7641480000.0,39307850000.0,471346980000.0,3857920000.0,13063800000.0,319281550000.0,3857920000.0,-29282570000.0,,338956050000.0,115292590000.0,22570160000.0,137862750000.0,303913030000.0,3314600000.0,332610000.0,319708720000.0,5886930000.0,-6712410000.0,39307850000.0,356054390000.0,356054390000.0,16865180000.0,0.0,9506360000.0,319708720000.0,-29615180000.0,2949440000.0,385790919.0,6146090000.0,72131910000.0,-33140490000.0,332610000.0,17224150000.0,1260060000.0,319708720000.0,306217750000.0,40558150000.0,385790919.0,-29282570000.0,-29615180000.0,731532200000.0,-29282570000.0,493917140000.0,-29282570000.0,760814770000.0,392576150000.0,456901740000.0,30760000.0,35043020000.0
