symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,FixedAssetsRevaluationReserve,GrossPPE,InvestedCapital,InvestmentinFinancialAssets,InvestmentsAndAdvances,InvestmentsinAssociatesatCost,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MinorityInterest,NetPPE,NetTangibleAssets,OrdinarySharesNumber,OtherProperties,Payables,PrepaidAssets,Properties,Receivables,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest
CANBK.NS,2023-03-31,3M,INR,77651134000.0,-77276472000.0,139838471000.0,56506230000.0,18141303000.0,1417028205000.0,206973522000.0,39712311000.0,18141303000.0,780537533000.0,74892350000.0,180616139000.0,1374663176000.0,3486069145000.0,3528926549000.0,42857404000.0,594125643000.0,42857404000.0,9037873000.0,103339667000.0,780537533000.0,1814130252.0,80695910000.0,77651134000.0,196405832000.0,99920229000.0,135889393000.0,1814130252.0,780537533000.0,780537533000.0,13810295621000.0,1374663176000.0,594125643000.0,789575406000.0,13020720215000.0
CANBK.NS,2023-06-30,3M,INR,,,,,18141300000.0,1414654000000.0,,552700900000.0,18141300000.0,817808300000.0,,,1666504400000.0,3676590300000.0,3676590300000.0,,848696100000.0,,8939700000.0,102942900000.0,817808300000.0,1814130252.0,,,,,,1814130252.0,817808300000.0,817808300000.0,14226756500000.0,1666504400000.0,848696100000.0,826748000000.0,13400008500000.0
CANBK.NS,2023-09-30,3M,INR,,,,,18141300000.0,1342560800000.0,,603591600000.0,18141300000.0,855293100000.0,,,1665905400000.0,3815598000000.0,3815598000000.0,,810612300000.0,,9251500000.0,102628800000.0,855293100000.0,1814130252.0,,,,,,1814130252.0,855293100000.0,855293100000.0,14646512300000.0,1665905400000.0,810612300000.0,864544600000.0,13781967700000.0
CANBK.NS,2023-12-31,3M,INR,,,,,18141300000.0,1442576000000.0,,662542400000.0,18141300000.0,892889800000.0,,,1777757700000.0,3828974200000.0,3828974200000.0,,884867900000.0,,9614900000.0,103127100000.0,892889800000.0,1814130252.0,,,,,,1814130252.0,892889800000.0,892889800000.0,15099511800000.0,1777757700000.0,884867900000.0,902504700000.0,14197007100000.0
