symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,HeldToMaturitySecurities,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TradingSecurities,WorkInProcess,WorkingCapital
ASHOKLEY.NS,2023-03-31,3M,INR,75818700000.0,41873600000.0,-43123000000.0,25476900000.0,-1464100000.0,719200000.0,8481600000.0,20806800000.0,2404900000.0,2936100000.0,19085800000.0,61469300000.0,577600000.0,18508200000.0,2936100000.0,85539300000.0,1391500000.0,241715200000.0,515200000.0,114175800000.0,114691000000.0,1283000000.0,224549500000.0,5865200000.0,0.0,103000000.0,431400000.0,1994400000.0,15284300000.0,11751100000.0,24948500000.0,43337700000.0,102144000000.0,557900000.0,574000000.0,34404300000.0,394743700000.0,12773500000.0,11178800000.0,108700000.0,1889700000.0,195028600000.0,196918300000.0,552700000.0,6332800000.0,68751900000.0,22448100000.0,290118600000.0,59021000000.0,60590800000.0,2500400000.0,490800000.0,7220000000.0,7921600000.0,2936127276.0,1557500000.0,6098900000.0,425400000.0,13197400000.0,83900000.0,3305200000.0,136800000.0,3240600000.0,15000000.0,89083100000.0,42383500000.0,79162300000.0,4710100000.0,12279300000.0,0.0,15790200000.0,471800000.0,37186900000.0,2936127276.0,85539300000.0,60590800000.0,18400000.0,547285300000.0,280567900000.0,311609300000.0,107987400000.0,439297900000.0,305570100000.0,214748400000.0,1283000000.0,9900000.0,1723500000.0,3329800000.0,17165700000.0
ASHOKLEY.NS,2023-09-30,3M,INR,70392600000.0,44906300000.0,,,,716000000.0,15511800000.0,,2341500000.0,2936100000.0,19811100000.0,49527400000.0,,,2936100000.0,88773000000.0,2510100000.0,254184000000.0,680800000.0,123401500000.0,124082300000.0,,230737400000.0,6339000000.0,,,,,,11759600000.0,24469700000.0,,59518500000.0,,,39844600000.0,430347700000.0,15511800000.0,,,1660700000.0,218173200000.0,219833900000.0,702700000.0,8139300000.0,,23425100000.0,321763600000.0,59518500000.0,64303300000.0,2822200000.0,532700000.0,6402300000.0,,2936127276.0,15531800000.0,5065700000.0,85836900000.0,12710100000.0,,3598800000.0,,,57008400000.0,103654900000.0,29716300000.0,73885600000.0,,,,,,,2936127276.0,88773000000.0,64303300000.0,3000000.0,581101800000.0,306946200000.0,343916200000.0,112198100000.0,468903700000.0,326917800000.0,238166300000.0,3493000000.0,,,,23446600000.0
