symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DividendsPayable,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesLiabilities,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
POWERGRID.NS,2023-03-31,3M,INR,3277900000.0,129613500000.0,-837958300000.0,78344300000.0,-2969300000.0,2608600000.0,18144000000.0,42531200000.0,663000000.0,69754500000.0,51921700000.0,86511900000.0,33183400000.0,18738300000.0,69754500000.0,830145100000.0,137412400000.0,246683700000.0,41300000.0,127036100000.0,127077400000.0,383058100000.0,10162200000.0,299100000.0,16906800000.0,132582800000.0,2813144600000.0,-70600000.0,13399500000.0,2096094100000.0,0.0,18144000000.0,17146500000.0,30181200000.0,621700000.0,1138912900000.0,1139534600000.0,17146500000.0,5778700000.0,2601044000000.0,1214027300000.0,1975186300000.0,813238300000.0,44720700000.0,2643900000.0,106788700000.0,10522600000.0,9300603818.0,2297400000.0,33261000000.0,760390600000.0,16906800000.0,269800000.0,102344400000.0,62100000.0,44372900000.0,1837773900000.0,10030800000.0,34590200000.0,48477500000.0,1418700000.0,2018000000.0,1975800000.0,13200300000.0,299100000.0,40317000000.0,9300603818.0,830145100000.0,813238300000.0,2502955500000.0,1969058000000.0,1266612000000.0,830145100000.0,1672810400000.0,2256271800000.0,1289752300000.0,527600000.0,69300000.0,-136374400000.0
POWERGRID.NS,2023-09-30,3M,INR,2833900000.0,116406700000.0,,,,2608600000.0,84044100000.0,,424700000.0,93006000000.0,46925500000.0,97319900000.0,,,93006000000.0,868853600000.0,139221800000.0,234664800000.0,33600000.0,132038700000.0,132072300000.0,372368200000.0,12537400000.0,,16386600000.0,,1941618500000.0,,13610000000.0,2067349300000.0,,84044100000.0,,,391100000.0,1066457000000.0,1066848100000.0,18959900000.0,6020000000.0,,1151570200000.0,1941618500000.0,852467000000.0,,,102748100000.0,,9300603819.0,3571800000.0,27387100000.0,775847600000.0,16386600000.0,,150590800000.0,2790300000.0,,1802396700000.0,1147800000.0,50394400000.0,2920700000.0,,,,,,,9300603819.0,868853600000.0,852467000000.0,2455024200000.0,1935310600000.0,1198920400000.0,868853600000.0,1586170600000.0,2220359400000.0,1213802400000.0,86800000.0,,-137703400000.0
