symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,CurrentProvisions,DividendsPayable,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
LAURUSLABS.NS,2023-03-31,3M,INR,7106500000.0,15804400000.0,-13574100000.0,7130600000.0,-13600000.0,1000000.0,11757300000.0,431200000.0,1077300000.0,459500000.0,459500000.0,266100000.0,193400000.0,1077300000.0,40375300000.0,5507800000.0,34616800000.0,56800000.0,12105500000.0,12162300000.0,650000000.0,24322600000.0,200900000.0,2800000.0,34100000.0,4998000000.0,2463000000.0,2592300000.0,15818000000.0,50575800000.0,9800000.0,16848100000.0,60095000000.0,35100000.0,464900000.0,2241600000.0,374400000.0,7614200000.0,7988600000.0,464900000.0,814700000.0,29734800000.0,111300000.0,19260200000.0,37001700000.0,37783000000.0,1255000000.0,824500000.0,814700000.0,1510200000.0,538650925.0,23100000.0,630000000.0,120800000.0,129300000.0,1195700000.0,1255000000.0,2088000000.0,1334300000.0,542000000.0,27900000.0,9197300000.0,200900000.0,904800000.0,0.0,6229300000.0,25100000.0,33020100000.0,538650925.0,40375300000.0,37783000000.0,76604000000.0,47989500000.0,20150900000.0,40486600000.0,36117400000.0,41987200000.0,11794800000.0,,5620800000.0,10294200000.0
LAURUSLABS.NS,2023-09-30,3M,INR,9967700000.0,15487500000.0,,,,1426400000.0,,467300000.0,1077300000.0,667400000.0,819500000.0,,,1077300000.0,40298200000.0,4435100000.0,36679300000.0,65400000.0,14346000000.0,14411400000.0,,29454300000.0,224700000.0,,,,2463000000.0,2587000000.0,,39149100000.0,,18655300000.0,61174200000.0,1426400000.0,,,401900000.0,6530000000.0,6931900000.0,,925400000.0,,132400000.0,20208600000.0,39149100000.0,37711200000.0,,772300000.0,,,538650925.0,1708100000.0,3118100000.0,39220900000.0,124000000.0,663100000.0,1149800000.0,,34714000000.0,8900000.0,152100000.0,10211500000.0,,,,,,,538650925.0,40298200000.0,37711200000.0,80576300000.0,46828200000.0,21343300000.0,40430600000.0,40145700000.0,43897000000.0,10691400000.0,243800000.0,,7225000000.0
