symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,GoodwillAndOtherIntangibleAssets,GrossPPE,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherProperties,OtherShortTermInvestments,Payables,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkingCapital
INDUSTOWER.NS,2023-03-31,3M,INR,21219000000.0,48687000000.0,-379750000000.0,11752000000.0,144723000000.0,26949000000.0,224000000.0,35498000000.0,0.0,224000000.0,26949000000.0,211095000000.0,3546000000.0,87076000000.0,20517000000.0,22786000000.0,43303000000.0,81628000000.0,676000000.0,231000000.0,706901000000.0,258221000000.0,11752000000.0,124206000000.0,24340000000.0,148546000000.0,18738000000.0,46902000000.0,327151000000.0,210864000000.0,12218000000.0,0.0,2694260628.0,2891000000.0,4172000000.0,184146000000.0,231000000.0,20045000000.0,1893000000.0,703355000000.0,35274000000.0,21885000000.0,2694936950.0,211095000000.0,210864000000.0,465724000000.0,235435000000.0,191849000000.0,211095000000.0,254629000000.0,378648000000.0,173001000000.0,666000000.0,676322.0,5448000000.0
INDUSTOWER.NS,2023-06-30,3M,INR,22463000000.0,53030000000.0,-385161000000.0,12300000000.0,145537000000.0,26949000000.0,305000000.0,41768000000.0,,,26949000000.0,224336000000.0,4488000000.0,98506000000.0,21075000000.0,23946000000.0,45021000000.0,92901000000.0,679000000.0,176000000.0,725653000000.0,274402000000.0,12300000000.0,124462000000.0,26120000000.0,150582000000.0,19376000000.0,49761000000.0,340492000000.0,224160000000.0,12341000000.0,,2694271991.0,3708000000.0,7736000000.0,197387000000.0,176000000.0,21934000000.0,2323000000.0,721165000000.0,41463000000.0,24854000000.0,2694936950.0,224336000000.0,224160000000.0,493205000000.0,250456000000.0,195603000000.0,224336000000.0,268869000000.0,394699000000.0,175968000000.0,2391000000.0,664959.0,5605000000.0
INDUSTOWER.NS,2023-09-30,3M,INR,22876000000.0,61863000000.0,,12677000000.0,149133000000.0,26949000000.0,744000000.0,44706000000.0,,,26949000000.0,236989000000.0,5861000000.0,111118000000.0,21968000000.0,30177000000.0,52145000000.0,102377000000.0,743000000.0,176000000.0,355413000000.0,294891000000.0,12677000000.0,127165000000.0,27725000000.0,154890000000.0,20095000000.0,57158000000.0,355413000000.0,236813000000.0,12245000000.0,,2694556680.0,4549000000.0,9366000000.0,210040000000.0,,22879000000.0,3438000000.0,349552000000.0,43962000000.0,25125000000.0,2694936950.0,236989000000.0,236813000000.0,521553000000.0,264714000000.0,207035000000.0,236989000000.0,284564000000.0,410435000000.0,182187000000.0,2249000000.0,380270.0,8741000000.0
