symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,CurrentProvisions,DividendsPayable,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
DIXON.NS,2023-03-31,3M,INR,24518800000.0,17154500000.0,-2554700000.0,2661100000.0,-4900000.0,205400000.0,3898800000.0,2704700000.0,119100000.0,2145600000.0,2445600000.0,2145600000.0,119100000.0,12849100000.0,1197000000.0,31392700000.0,176400000.0,373900000.0,550300000.0,126600000.0,29409900000.0,85800000.0,100000.0,1080100000.0,303100000.0,527500000.0,17159400000.0,15660600000.0,9578700000.0,14675300000.0,205400000.0,126100000.0,1319800000.0,2528300000.0,1452300000.0,3980600000.0,126100000.0,172600000.0,9245000000.0,-2800000.0,,13105900000.0,12321600000.0,160900000.0,224000000.0,172600000.0,1436700000.0,59560165.0,1159100000.0,1214200000.0,168400000.0,224400000.0,1278400000.0,160900000.0,3290800000.0,9424900000.0,876500000.0,300000000.0,27809700000.0,1191200000.0,0.0,7150500000.0,146200000.0,9614800000.0,59560165.0,12849100000.0,12321600000.0,9500000.0,46794300000.0,14301400000.0,4530900000.0,12846300000.0,33948000000.0,15401600000.0,4538100000.0,126600000.0,1348100000.0,1982800000.0
DIXON.NS,2023-09-30,3M,INR,37621200000.0,21083100000.0,,,,523300000.0,3228900000.0,3518800000.0,119100000.0,1266100000.0,3601600000.0,,119100000.0,14504700000.0,4104400000.0,44312300000.0,251500000.0,1245200000.0,1496700000.0,,43798800000.0,87600000.0,,,303100000.0,504900000.0,,17721600000.0,16679700000.0,16980400000.0,523300000.0,,,3267300000.0,1230500000.0,4497800000.0,,170700000.0,,255800000.0,1209600000.0,17721600000.0,13999800000.0,,212000000.0,,,59564515.0,2930100000.0,1299400000.0,14385600000.0,201800000.0,530600000.0,152900000.0,,10388300000.0,,2335500000.0,37913700000.0,,0.0,,,,59564515.0,14504700000.0,13999800000.0,17800000.0,63592700000.0,15735200000.0,5994500000.0,14760500000.0,48832200000.0,19280400000.0,5033400000.0,292500000.0,,513500000.0
