symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
ACC.NS,2023-09-30,3M,INR,16782300000.0,14816000000.0,21000000.0,11843200000.0,4068200000.0,1879900000.0,8444000000.0,43372600000.0,1879900000.0,148190300000.0,11161100000.0,93515900000.0,1249000000.0,1249000000.0,63796200000.0,101000000.0,37700000.0,1561200000.0,97809300000.0,17515200000.0,148190300000.0,11843200000.0,2819200000.0,2819200000.0,1461400000.0,1797700000.0,35500000.0,97809300000.0,146629100000.0,4735100000.0,187787263.0,13632600000.0,22898400000.0,146310400000.0,1523500000.0,5340100000.0,86648200000.0,47700000.0,34928600000.0,27315100000.0,187787263.0,148190300000.0,146629100000.0,4110800000.0,221374000000.0,148190300000.0,4068200000.0,148225800000.0,73148200000.0,127858100000.0,9352000000.0,10532800000.0,29719700000.0
