symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,CurrentProvisions,DividendsPayable,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
IPCALAB.NS,2023-03-31,3M,INR,5250600000.0,9890200000.0,-14306200000.0,967800000.0,-6800000.0,0.0,253700000.0,8182500000.0,237400000.0,253700000.0,12578500000.0,21751600000.0,11661700000.0,916800000.0,253700000.0,58420200000.0,1221700000.0,51892700000.0,66600000.0,8057500000.0,8124100000.0,227600000.0,18058200000.0,1888000000.0,14000000.0,400000.0,6563500000.0,381400000.0,1972300000.0,9897000000.0,41252000000.0,17433700000.0,72995500000.0,254100000.0,1298100000.0,1468500000.0,1304000000.0,2144800000.0,170800000.0,6517800000.0,6688600000.0,2772500000.0,469900000.0,27671400000.0,733000000.0,1996800000.0,26945800000.0,56447900000.0,0.0,2800000.0,35700000.0,1891600000.0,0.0,1152300000.0,253704218.0,60500000.0,690200000.0,-271300000.0,1590900000.0,3100000.0,2800000.0,915900000.0,2031600000.0,1399700000.0,9173100000.0,6520800000.0,781700000.0,661800000.0,0.0,7600900000.0,124000000.0,44040100000.0,253704218.0,58420200000.0,56447900000.0,571200000.0,86264300000.0,64938000000.0,14812700000.0,59153200000.0,27111100000.0,34371600000.0,9052900000.0,340300000.0,3269300000.0,33834500000.0
IPCALAB.NS,2023-09-30,3M,INR,7950700000.0,17600100000.0,,,,33800000.0,3451100000.0,,344600000.0,253700000.0,4339300000.0,10372700000.0,,,253700000.0,61487300000.0,2667400000.0,57196100000.0,103800000.0,12495500000.0,12599300000.0,,26863000000.0,1661600000.0,,,,905700000.0,2465700000.0,,46084000000.0,24502500000.0,81017300000.0,3451100000.0,1267500000.0,,,,240800000.0,7034500000.0,7275300000.0,1267500000.0,940400000.0,,14120800000.0,15190700000.0,46084000000.0,59021600000.0,,,95400000.0,3140500000.0,,,253704218.0,4637700000.0,1431300000.0,61233600000.0,1560000000.0,2339400000.0,2000000.0,,43416600000.0,49300000.0,6033400000.0,8425700000.0,,,,,,,253704218.0,61487300000.0,59021600000.0,,113838000000.0,68521800000.0,19874600000.0,75608100000.0,38229900000.0,56641900000.0,11366900000.0,475000000.0,,30333100000.0
