symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,CurrentProvisions,DefinedPensionBenefit,DividendsPayable,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
APOLLOTYRE.NS,2023-03-31,3M,INR,33538500000.0,24885340000.0,-111388450000.0,31362070000.0,-866100000.0,4406680000.0,55240770000.0,8328800000.0,635100000.0,8360110000.0,12493520000.0,1385500000.0,6974610000.0,635100000.0,128777830000.0,1993590000.0,88587050000.0,2187060000.0,17978060000.0,20165120000.0,1053600000.0,80103900000.0,2144640000.0,56530000.0,102200000.0,892350000.0,290940000.0,27498520000.0,31220000.0,2288210000.0,10207070000.0,25751440000.0,280236360000.0,278250000.0,44284620000.0,184654330000.0,290940000.0,3438600000.0,6141740000.0,37898440000.0,44040180000.0,49820000.0,1347230000.0,211734560000.0,47516390000.0,168847910000.0,118570760000.0,5370910000.0,718920000.0,9593990000.0,1974520000.0,635100946.0,299240000.0,140870000.0,25500000.0,7918860000.0,774650000.0,246230000.0,9886610000.0,7828840000.0,1451420000.0,4133410000.0,43527310000.0,4792460000.0,0.0,14358340000.0,102200000.0,76375940000.0,635100946.0,128777830000.0,118570760000.0,273592100000.0,166676270000.0,64205300000.0,128777830000.0,144814270000.0,185005050000.0,64710370000.0,1053600000.0,4111830000.0,2427760000.0,8483150000.0
APOLLOTYRE.NS,2023-09-30,3M,INR,27978220000.0,24118110000.0,,,,3280710000.0,,7637240000.0,635100000.0,7240160000.0,12431930000.0,,,635100000.0,129823370000.0,3214980000.0,85593240000.0,2184630000.0,18605210000.0,20789840000.0,,75032520000.0,2256620000.0,,,,,,,2254520000.0,9873360000.0,,163495320000.0,,42106380000.0,177511770000.0,3280710000.0,,5452610000.0,29083190000.0,34535800000.0,51760000.0,1371600000.0,,40448240000.0,163495320000.0,119950010000.0,,683000000.0,14422350000.0,,635100946.0,6936820000.0,19851870000.0,129188270000.0,7618840000.0,946400000.0,8738150000.0,,160280340000.0,,5191770000.0,29352490000.0,,,,,,635100946.0,129823370000.0,119950010000.0,263923790000.0,158906560000.0,55325640000.0,129823370000.0,134100420000.0,178330550000.0,59067900000.0,1374270000.0,,,10560720000.0
