symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HeldToMaturitySecurities,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasuryStock,WorkingCapital
JSWINFRA.NS,2023-03-31,3M,INR,3015850000.0,3825510000.0,-10435540000.0,728730000.0,-136180000.0,25370000.0,23493860000.0,3239110000.0,3729410000.0,6186900000.0,19257140000.0,5498860000.0,688050000.0,3729410000.0,39946250000.0,450320000.0,27902100000.0,147490000.0,1482580000.0,1630070000.0,3860000.0,7140900000.0,,362440000.0,21304350000.0,3961690000.0,49336860000.0,0.0,1021600000.0,82383230000.0,25370000.0,3789580000.0,3091620000.0,40954400000.0,44046020000.0,,21603100000.0,942480000.0,36250080000.0,38901320000.0,18641900000.0,0.0,87310000.0,774970000.0,3505630000.0,1385050000.0,32710000.0,567550000.0,2100001567.0,10800000.0,471290000.0,2421540000.0,20941910000.0,10000.0,10000.0,581360000.0,,906140000.0,13070240000.0,3597210000.0,46210000.0,393140000.0,0.0,1021600000.0,112940000.0,32707320000.0,2100001567.0,39946250000.0,18641900000.0,2370970000.0,94506570000.0,80900650000.0,45676090000.0,40888730000.0,53617840000.0,66604470000.0,46476940000.0,0.0,5830000.0,133670000.0,20761200000.0
JSWINFRA.NS,2023-06-30,3M,INR,2596000000.0,3551020000.0,-10967910000.0,728730000.0,-136180000.0,28720000.0,23493760000.0,3139640000.0,3729410000.0,6073540000.0,22034690000.0,5534690000.0,538860000.0,3729410000.0,43060890000.0,540230000.0,30271810000.0,75010000.0,1648420000.0,1723430000.0,3860000.0,6750400000.0,,362440000.0,20915990000.0,3687200000.0,49543700000.0,0.0,1024560000.0,85344750000.0,28720000.0,3884100000.0,3064630000.0,40635440000.0,43700070000.0,,21625610000.0,955540000.0,36210320000.0,38575790000.0,22144900000.0,0.0,86270000.0,757970000.0,2937020000.0,834720000.0,30040000.0,845850000.0,2100001567.0,46610000.0,258990000.0,2835400000.0,20553550000.0,,,907600000.0,,1141210000.0,15961150000.0,3503600000.0,54340000.0,340100000.0,0.0,1024560000.0,104600000.0,35913680000.0,2100001567.0,43060890000.0,22144900000.0,2025160000.0,96315730000.0,83696330000.0,45423500000.0,44016430000.0,52299300000.0,66043920000.0,45548900000.0,0.0,5430000.0,133670000.0,23521410000.0
JSWINFRA.NS,2023-09-30,3M,INR,3307900000.0,4996100000.0,,,,1894800000.0,,3187400000.0,4066300000.0,5797800000.0,52078700000.0,,,4066300000.0,73007300000.0,455000000.0,61056500000.0,61200000.0,1693000000.0,1754200000.0,,6939400000.0,67900000.0,362400000.0,20564700000.0,,38242000000.0,,1020600000.0,115618100000.0,1894800000.0,,3126200000.0,40917800000.0,44044000000.0,29800000.0,,781700000.0,36813000000.0,38242000000.0,52442600000.0,,,,2329300000.0,185900000.0,,,2100001567.0,2375600000.0,687700000.0,68941000000.0,20202300000.0,679600000.0,736100000.0,,37787000000.0,585500000.0,46280900000.0,3307900000.0,,,,,,,2100001567.0,73007300000.0,52442600000.0,,125943800000.0,113925100000.0,45798200000.0,73789000000.0,52154800000.0,64887300000.0,45215400000.0,,,,54117100000.0
