symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,CurrentProvisions,DividendsPayable,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,HeldToMaturitySecurities,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
PIDILITIND.NS,2023-03-31,3M,INR,10852000000.0,15513000000.0,-16128800000.0,505500000.0,-1123400000.0,1882100000.0,10870800000.0,2273500000.0,508300000.0,3101600000.0,8550200000.0,575300000.0,2526300000.0,508300000.0,72122800000.0,4059400000.0,45615200000.0,517200000.0,1632600000.0,2149800000.0,438200000.0,24106200000.0,349800000.0,26400000.0,670600000.0,8066800000.0,12897600000.0,29133000000.0,16636400000.0,40196000000.0,600000.0,0.0,18170800000.0,73755400000.0,2552700000.0,950200000.0,2813500000.0,1756300000.0,0.0,1756300000.0,950200000.0,802500000.0,22452300000.0,2336400000.0,24067200000.0,42989800000.0,201500000.0,3981500000.0,2371400000.0,508314240.0,2371200000.0,2840500000.0,436400000.0,16235400000.0,509600000.0,69500000.0,20007800000.0,696800000.0,5448600000.0,10947900000.0,325900000.0,2655500000.0,0.0,8834000000.0,28300000.0,57079200000.0,508314240.0,72122800000.0,42989800000.0,7800000.0,105250200000.0,72122800000.0,3906100000.0,74459200000.0,30791000000.0,59635000000.0,6684800000.0,438200000.0,144500000.0,1270000000.0,21509000000.0
PIDILITIND.NS,2023-09-30,3M,INR,12325400000.0,17521000000.0,,,,3333100000.0,,2311800000.0,508500000.0,3342800000.0,14240300000.0,,,508500000.0,75276700000.0,2711600000.0,50568700000.0,591100000.0,1846600000.0,2437700000.0,,27888000000.0,457600000.0,,,,12898500000.0,28968000000.0,,25985500000.0,,,15906000000.0,77123300000.0,3333100000.0,,,1720700000.0,,1720700000.0,943700000.0,945000000.0,,2190100000.0,25985500000.0,46308700000.0,217100000.0,3996500000.0,,508462940.0,2596000000.0,1410300000.0,74768200000.0,16069500000.0,565100000.0,,23273900000.0,291400000.0,10897500000.0,13566300000.0,,,,,,,508462940.0,75276700000.0,46308700000.0,14000000.0,112187500000.0,75276700000.0,4158400000.0,77466800000.0,34720700000.0,61618800000.0,6832700000.0,1240900000.0,,,22680700000.0
