symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DividendsPayable,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,NetPPE,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
OFSS.NS,2023-03-31,3M,INR,381140000.0,10833730000.0,-7618770000.0,17364610000.0,-375940000.0,2404780000.0,694020000.0,431990000.0,20358740000.0,53661950000.0,228090000.0,20130650000.0,431990000.0,74589070000.0,5690000.0,71688790000.0,307400000.0,307400000.0,72180000.0,10941320000.0,1655170000.0,38050000.0,6086630000.0,6086630000.0,11209670000.0,9903950000.0,74589070000.0,102000000.0,633980000.0,436310000.0,386620000.0,386620000.0,1626180000.0,4766860000.0,2285180000.0,68502440000.0,99730000.0,81680000.0,1567740000.0,2163100000.0,18480000.0,634530000.0,86397179.0,2540020000.0,6244850000.0,2859000000.0,1319430000.0,81680000.0,603310000.0,2290310000.0,5138950000.0,33303210000.0,1533220000.0,2712810000.0,273390000.0,0.0,1035410000.0,40462770000.0,86397179.0,74589070000.0,68502440000.0,673180000.0,92755400000.0,74589070000.0,694020000.0,74589070000.0,18166330000.0,21066610000.0,7225010000.0,510720000.0,2948950000.0,60747470000.0
OFSS.NS,2023-09-30,3M,INR,451090000.0,10637730000.0,,,,,538100000.0,433010000.0,21458810000.0,47232740000.0,,21458810000.0,433010000.0,64963590000.0,4760000.0,61934020000.0,283940000.0,283940000.0,,10343560000.0,1704850000.0,,6086630000.0,6086630000.0,,2108940000.0,64963590000.0,102000000.0,652690000.0,,254160000.0,254160000.0,1737120000.0,,2108940000.0,58876960000.0,,,1620410000.0,2235730000.0,,,86602835.0,3632490000.0,5655790000.0,64530580000.0,1346800000.0,93670000.0,,2104180000.0,,25773930000.0,556110000.0,,,,,,86602835.0,64963590000.0,58876960000.0,431060000.0,82915890000.0,64963590000.0,538100000.0,64963590000.0,17952300000.0,20981870000.0,7608740000.0,105020000.0,3269260000.0,51590460000.0
