symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
GMRINFRA.NS,2023-03-31,3M,INR,8507800000.0,3689300000.0,23607600000.0,2135800000.0,6035900000.0,32777100000.0,75523100000.0,6035900000.0,-7927800000.0,111729200000.0,88780600000.0,233900000.0,37670000000.0,37903900000.0,90787300000.0,2377100000.0,4366800000.0,8404300000.0,254914600000.0,1347300000.0,311507000000.0,23607600000.0,1901900000.0,281764800000.0,283666700000.0,18415200000.0,458800000.0,17616300000.0,286657700000.0,254914600000.0,-16332100000.0,7605600000.0,1904300000.0,6035945275.0,3565700000.0,6442600000.0,-13963700000.0,4037500000.0,23279000000.0,25838000000.0,143185400000.0,4655200000.0,42746000000.0,8710700000.0,6035945275.0,-7927800000.0,-16332100000.0,441114300000.0,273837000000.0,321570600000.0,9688500000.0,431425800000.0,352333700000.0,340638500000.0,202900000.0,-2006700000.0
GMRINFRA.NS,2023-09-30,3M,INR,8293900000.0,4119700000.0,22871500000.0,2184300000.0,6035900000.0,7423600000.0,59450400000.0,6035900000.0,-10019500000.0,66692900000.0,72392500000.0,321500000.0,42895900000.0,43217400000.0,95939800000.0,2558300000.0,4366800000.0,8415700000.0,268364800000.0,1383100000.0,302543500000.0,22871500000.0,1862800000.0,269667100000.0,271529900000.0,19373300000.0,411700000.0,15560300000.0,305139400000.0,268364800000.0,-18435200000.0,7190300000.0,1909200000.0,6035945275.0,3134500000.0,11285700000.0,-16055400000.0,4048900000.0,23949200000.0,30810700000.0,201671900000.0,4304800000.0,52026800000.0,8827700000.0,6035945275.0,-10019500000.0,-18435200000.0,444076200000.0,259647600000.0,314747300000.0,5540800000.0,438535400000.0,371683700000.0,342595600000.0,533800000.0,-23547300000.0
