symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DefinedPensionBenefit,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PreferredSecuritiesOutsideStockEquity,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
ADANIPORTS.NS,2023-03-31,3M,INR,29843700000.0,39407900000.0,-131587400000.0,104566500000.0,-1911100000.0,19412600000.0,9220200000.0,109466900000.0,27437100000.0,4320300000.0,9319900000.0,62864900000.0,3057500000.0,6262400000.0,4320300000.0,455835800000.0,71293400000.0,174475200000.0,619700000.0,33023700000.0,33643400000.0,0.0,129245600000.0,5480300000.0,9556100000.0,251200000.0,24000000.0,0.0,2670600000.0,69634000000.0,184089100000.0,41319000000.0,722439800000.0,1940100000.0,4519700000.0,952771600000.0,24733800000.0,11890800000.0,114547800000.0,26817400000.0,463912100000.0,490729500000.0,24983800000.0,12017500000.0,263973000000.0,13385100000.0,487615900000.0,590852400000.0,271746700000.0,998200000.0,215600000.0,12426200000.0,21999000000.0,31863700000.0,54734800000.0,2160138945.0,11640800000.0,3460500000.0,1665300000.0,114455100000.0,43380400000.0,11488400000.0,13365500000.0,163158700000.0,11288200000.0,53545000000.0,48517500000.0,1257300000.0,13975500000.0,0.0,4519700000.0,20309900000.0,307245100000.0,2160138945.0,455835800000.0,271746700000.0,0.0,1149051300000.0,919747900000.0,524372900000.0,469220900000.0,679830400000.0,974576100000.0,550584800000.0,5284300000.0,1011400000.0,45229600000.0
ADANIPORTS.NS,2023-09-30,3M,INR,17067100000.0,32895200000.0,,,,1867500000.0,51261700000.0,,28836100000.0,4320300000.0,8355100000.0,100536500000.0,,,4320300000.0,486934000000.0,87791900000.0,156700600000.0,497700000.0,58034700000.0,58532400000.0,,125311200000.0,3151800000.0,,,,,,68921400000.0,185606000000.0,,626192500000.0,,4782900000.0,958701300000.0,13100200000.0,51261700000.0,,28338400000.0,413732600000.0,442071000000.0,26496200000.0,11120900000.0,,15698800000.0,463412200000.0,626192500000.0,301328000000.0,,,,20595700000.0,41406000000.0,,2160138945.0,13299500000.0,18297500000.0,482613700000.0,116684600000.0,59410200000.0,15086300000.0,,538400600000.0,3319000000.0,92181400000.0,17992700000.0,,,,,,,2160138945.0,486934000000.0,301328000000.0,,1141230800000.0,900666600000.0,500603400000.0,502632800000.0,638598000000.0,984530200000.0,513286800000.0,925600000.0,,31389400000.0
