symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAccruedExpenses,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentNotesPayable,DerivativeProductLiabilities,GainsLossesNotAffectingRetainedEarnings,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,InvestedCapital,InvestmentsAndAdvances,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,OrdinarySharesNumber,OtherCurrentBorrowings,OtherEquityAdjustments,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PayablesAndAccruedExpenses,PrepaidAssets,Properties,Receivables,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TradingSecurities,TreasurySharesNumber
HDFCBANK.NS,2023-03-31,3M,INR,437291100000.0,194533400000.0,-126577900000.0,883371900000.0,97658900000.0,5579700000.0,2363920200000.0,,5579700000.0,2912200700000.0,45684400000.0,1089897500000.0,1089897500000.0,19711500000.0,98783500000.0,575465000000.0,74937900000.0,74937900000.0,304136900000.0,6056534600000.0,5014675100000.0,97658900000.0,2054436400000.0,2152095300000.0,188646300000.0,5637200000.0,780413700000.0,177559000000.0,2837262800000.0,5579742786.0,1070186000000.0,575465000000.0,89989300000.0,136224200000.0,4878844000000.0,437291100000.0,482975500000.0,19481700000.0,25501300000.0,330757600000.0,1447784100000.0,5579742786.0,2912200700000.0,2837262800000.0,25755624000000.0,4966637100000.0,3241992800000.0,2917837900000.0,22837786100000.0,135831100000.0,
HDFCBANK.NS,2023-06-30,3M,INR,,,,,,5591800000.0,1640181900000.0,1132243700000.0,5591800000.0,3034782400000.0,,,,,,3029190600000.0,1487900000.0,1487900000.0,,5670257100000.0,5612900500000.0,,2635474700000.0,2635474700000.0,,8823200000.0,995292800000.0,87453200000.0,3033294500000.0,5591798806.0,,,,,,,,,,,,5591798806.0,3034782400000.0,3033294500000.0,25708775700000.0,5670257100000.0,2635474700000.0,3043605600000.0,22665170100000.0,,
HDFCBANK.NS,2023-12-31,3M,INR,,,,,,7592500000.0,1859521300000.0,1279032900000.0,7592500000.0,4373224600000.0,,,,,,4365632100000.0,0.0,0.0,,12369823100000.0,9627543800000.0,,7996598500000.0,7996598500000.0,,130238000000.0,6137077200000.0,115223600000.0,4373224600000.0,7592484734.0,,,,,,,,,,,,7592484734.0,4373224600000.0,4373224600000.0,38818257400000.0,12369823100000.0,7996598500000.0,4503462600000.0,34314794800000.0,,0.0
