symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
SRF.NS,2023-03-31,3M,INR,22312700000.0,17856200000.0,-29317200000.0,5200400000.0,-53000000.0,0.0,41600000.0,15467000000.0,1234700000.0,2974400000.0,6079800000.0,11038800000.0,4207800000.0,1872000000.0,2974400000.0,103270500000.0,24055400000.0,57749500000.0,259000000.0,20425400000.0,20684400000.0,146300000.0,49166000000.0,79100000.0,262400000.0,68300000.0,0.0,5719000000.0,0.0,1147300000.0,17909200000.0,152723300000.0,9900000.0,22742900000.0,146811100000.0,41600000.0,7212700000.0,975700000.0,23115200000.0,24090900000.0,608000000.0,105988200000.0,37460800000.0,123406100000.0,102123200000.0,722900000.0,186500000.0,8092200000.0,608000000.0,4117300000.0,296424825.0,20400000.0,344400000.0,116300000.0,1147300000.0,3200000.0,722900000.0,3465200000.0,99350700000.0,2453700000.0,4959000000.0,25846200000.0,79100000.0,2118300000.0,0.0,14628300000.0,82700000.0,87269700000.0,296424825.0,103270500000.0,102123200000.0,1426600000.0,187545200000.0,126385700000.0,44775300000.0,103270500000.0,84274700000.0,129795700000.0,35108700000.0,146300000.0,1332300000.0,2395600000.0,8583500000.0
SRF.NS,2023-09-30,3M,INR,20835400000.0,17482800000.0,,,,,1858200000.0,,1189200000.0,2974400000.0,3895400000.0,11280100000.0,,,2974400000.0,108518100000.0,26832700000.0,55239600000.0,273400000.0,24716200000.0,24989600000.0,,51902700000.0,107000000.0,,,,,,1167900000.0,,134228500000.0,,22909000000.0,157089900000.0,1858200000.0,,915800000.0,23855600000.0,24771400000.0,629900000.0,,44676400000.0,134228500000.0,107350200000.0,,208200000.0,8756200000.0,,,296424825.0,3454300000.0,1148400000.0,105543700000.0,1167900000.0,2383000000.0,1711800000.0,,107395800000.0,113400000.0,7384700000.0,20962100000.0,,,,,,,296424825.0,108518100000.0,107350200000.0,,196545700000.0,132373700000.0,49761000000.0,108518100000.0,88027600000.0,141306100000.0,36124900000.0,126700000.0,,,3336900000.0
