symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,DerivativeProductLiabilities,DividendsPayable,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,GoodwillAndOtherIntangibleAssets,GrossPPE,InvestedCapital,InvestmentinFinancialAssets,InvestmentsAndAdvances,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherPayable,OtherProperties,Payables,PrepaidAssets,Receivables,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber
RECLTD.NS,2023-03-31,3M,INR,416800000.0,,,275925400000.0,,26332200000.0,23956100000.0,,26332200000.0,581205100000.0,27200000.0,9769500000.0,,,16300000.0,6418900000.0,4389102700000.0,365741500000.0,365741500000.0,,3807897600000.0,0.0,,3783941500000.0,6418900000.0,581188800000.0,2633224000.0,554872900000.0,16300000.0,,6391700000.0,523300000.0,,1130000000.0,,2633224000.0,581205100000.0,581188800000.0,3059500000.0,4655027500000.0,4389102700000.0,3807897600000.0,581205100000.0,4073822400000.0,106500000.0,
RECLTD.NS,2023-09-30,3M,INR,250500000.0,,,279065200000.0,,26332200000.0,68758400000.0,,26332200000.0,635825100000.0,66300000.0,9351400000.0,,,7200000.0,6421200000.0,4830992300000.0,392609200000.0,392609200000.0,,4195167200000.0,,,4126408800000.0,6421200000.0,635817900000.0,2633224000.0,609492900000.0,7200000.0,,6354900000.0,2054900000.0,,1349800000.0,,2633224000.0,635825100000.0,635817900000.0,3039300000.0,5131809800000.0,4830992300000.0,4195167200000.0,635825100000.0,4495984700000.0,1804400000.0,0.0
RECLTD.NS,2023-12-31,3M,INR,610800000.0,-827100000.0,15775300000.0,32782600000.0,4569000000.0,26332200000.0,17851500000.0,600000.0,26332200000.0,652913900000.0,135600000.0,15118100000.0,71200000.0,11522900000.0,6200000.0,7295400000.0,5053200400000.0,157714200000.0,157714200000.0,1119800000.0,4400286500000.0,,1464100000.0,4382435000000.0,6468300000.0,652907700000.0,2633224000.0,5584000000.0,6200000.0,246900100000.0,6900000.0,247616600000.0,1150500000.0,250255000000.0,127286400000.0,2633224000.0,652913900000.0,652907700000.0,3576400000.0,5348456700000.0,5053200400000.0,4400286500000.0,652913900000.0,4695542800000.0,34500000.0,0.0
