symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,FixedAssetsRevaluationReserve,GrossPPE,InvestedCapital,InvestmentinFinancialAssets,InvestmentsAndAdvances,InvestmentsinAssociatesatCost,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MinorityInterest,NetPPE,NetTangibleAssets,OrdinarySharesNumber,OtherProperties,Payables,PrepaidAssets,Properties,Receivables,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest
MAHABANK.NS,2023-03-31,3M,INR,4072919000.0,-13966209000.0,3283128000.0,657311000.0,67304964000.0,187536143000.0,0.0,10949172000.0,67304964000.0,157902335000.0,75058000.0,14728282000.0,35533605000.0,267521163000.0,685349868000.0,688173681000.0,2823813000.0,109618828000.0,2823813000.0,0.0,21567396000.0,157902335000.0,6730496447.0,16081066000.0,4072919000.0,18384133000.0,19377481000.0,21872010000.0,16574170000.0,6730496447.0,157902335000.0,157902335000.0,2678271688000.0,267521163000.0,109618828000.0,157902335000.0,2520369353000.0
MAHABANK.NS,2023-06-30,3M,INR,,,,,70813700000.0,217385700000.0,,211723900000.0,70813700000.0,176739000000.0,,,,242916700000.0,722106600000.0,722106600000.0,,66177700000.0,,0.0,21433000000.0,176739000000.0,7081373639.0,,,,,,,7081373639.0,176739000000.0,176739000000.0,2749302400000.0,242916700000.0,66177700000.0,176739000000.0,2572563400000.0
MAHABANK.NS,2023-09-30,3M,INR,,,,,70813700000.0,147636200000.0,,142207300000.0,70813700000.0,185937300000.0,,,,272474700000.0,703543800000.0,703543800000.0,,86537400000.0,,0.0,21449500000.0,185937300000.0,7081373639.0,,,,,,,7081373639.0,185937300000.0,185937300000.0,2733609100000.0,272474700000.0,86537400000.0,185937300000.0,2547671800000.0
MAHABANK.NS,2023-12-31,3M,INR,,,,,70813700000.0,187361900000.0,,135123500000.0,70813700000.0,196321400000.0,,,,269536200000.0,669216800000.0,669216800000.0,,73214800000.0,,0.0,21442800000.0,196321400000.0,7081373639.0,,,,,,,7081373639.0,196321400000.0,196321400000.0,2795962000000.0,269536200000.0,73214800000.0,196321400000.0,2599640600000.0
