symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
GLAND.NS,2023-03-31,3M,INR,5873500000.0,8713940000.0,-7230860000.0,19317670000.0,-586880000.0,,3327700000.0,6320000.0,164700000.0,19088950000.0,37628300000.0,13627000000.0,5461950000.0,164700000.0,79587220000.0,2401770000.0,69008080000.0,1490000.0,5600000.0,7090000.0,7291330000.0,313180000.0,886680000.0,,116610000.0,9300820000.0,25221500000.0,19453000000.0,79625430000.0,0.0,645990000.0,4830000.0,32610000.0,37440000.0,17330000.0,16788530000.0,0.0,17990640000.0,79470610000.0,,842030000.0,434800000.0,164700823.0,2477790000.0,35780000.0,16650000.0,116610000.0,3746610000.0,1064410000.0,,291510000.0,2057510000.0,1645780000.0,18539350000.0,6174860000.0,313180000.0,1488610000.0,0.0,10205060000.0,78450000.0,60153880000.0,164700823.0,79587220000.0,79470610000.0,87775350000.0,79619830000.0,44530000.0,79587220000.0,8188130000.0,18767270000.0,896800000.0,9850000.0,4614650000.0,61716750000.0
GLAND.NS,2023-09-30,3M,INR,9782480000.0,13731370000.0,,,,1180000000.0,,443210000.0,164700000.0,4808200000.0,22089650000.0,,,164700000.0,83067090000.0,3200050000.0,59713160000.0,174700000.0,1921200000.0,2095900000.0,15362020000.0,397660000.0,,4555950000.0,6096150000.0,,34132270000.0,20843480000.0,86194180000.0,1180000000.0,,268510000.0,1205890000.0,1474400000.0,1248950000.0,,0.0,34132270000.0,76970940000.0,443760000.0,1338460000.0,,164700823.0,2804900000.0,2365970000.0,82902390000.0,1540200000.0,,977810000.0,437460000.0,,30932220000.0,243760000.0,17281450000.0,10397420000.0,,,,,,,164700823.0,83067090000.0,76970940000.0,102928380000.0,84272980000.0,3570300000.0,83067090000.0,19861290000.0,43215220000.0,4499270000.0,614940000.0,,44351140000.0
