symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DividendsPayable,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
DIVISLAB.NS,2023-03-31,3M,INR,7625100000.0,17925300000.0,-16208400000.0,798800000.0,-58700000.0,1281400000.0,60500000.0,32600000.0,530900000.0,1697000000.0,41345500000.0,1407700000.0,289300000.0,530900000.0,127670900000.0,2118800000.0,93117400000.0,4900000.0,0.0,4900000.0,11010800000.0,49200000.0,11400000.0,770500000.0,3020000000.0,52800000.0,17984000000.0,65500400000.0,30004100000.0,127670900000.0,770500000.0,17536300000.0,27700000.0,27700000.0,306200000.0,43346800000.0,49292000000.0,127618100000.0,142400000.0,5372100000.0,306200000.0,987800000.0,265468580.0,2017700000.0,86800000.0,127140000000.0,52800000.0,210000000.0,2819800000.0,2438000000.0,17700000.0,39648500000.0,10478400000.0,49200000.0,645100000.0,0.0,11727000000.0,807300000.0,109581100000.0,265468580.0,127670900000.0,127618100000.0,2372400000.0,144387700000.0,127670900000.0,32600000.0,127670900000.0,16716800000.0,51270300000.0,5706000000.0,22100000.0,15257100000.0,82106600000.0
DIVISLAB.NS,2023-09-30,3M,INR,7880000000.0,18580000000.0,,,,1380000000.0,,30000000.0,530000000.0,350000000.0,36160000000.0,,,530000000.0,126770000000.0,4960000000.0,88820000000.0,10000000.0,20000000.0,30000000.0,10110000000.0,80000000.0,,,,30000000.0,,51470000000.0,29690000000.0,126790000000.0,1380000000.0,,20000000.0,20000000.0,320000000.0,,51470000000.0,126740000000.0,130000000.0,5610000000.0,,,265468580.0,3100000000.0,1860000000.0,126240000000.0,,920000000.0,,46510000000.0,,35810000000.0,7910000000.0,,,,,,,265468580.0,126770000000.0,126740000000.0,1290000000.0,142830000000.0,126770000000.0,50000000.0,126770000000.0,16060000000.0,54010000000.0,5950000000.0,30000000.0,,78710000000.0
