symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
NESTLEIND.NS,2023-06-30,3M,INR,18802200000.0,2947700000.0,4782400000.0,2559500000.0,964200000.0,6608200000.0,11015200000.0,964200000.0,28567500000.0,5195900000.0,37000800000.0,590400000.0,33600000.0,624000000.0,30490500000.0,1914900000.0,35926800000.0,21084200000.0,28892900000.0,4782400000.0,1969100000.0,291800000.0,2260900000.0,33037600000.0,35926800000.0,28567500000.0,316600000.0,964157160.0,1851400000.0,2188600000.0,27603300000.0,16406800000.0,168000000.0,1409300000.0,30730900000.0,102300000.0,4407000000.0,21559300000.0,964157160.0,28567500000.0,28567500000.0,94524500000.0,28859300000.0,2884900000.0,28567500000.0,65957000000.0,57523700000.0,35466500000.0,1347800000.0,6510300000.0
