symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,CurrentAssets,CurrentLiabilities,Goodwill,GoodwillAndOtherIntangibleAssets,InvestedCapital,InvestmentinFinancialAssets,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherReceivables,OtherShortTermInvestments,Payables,PreferredStock,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
JIOFIN.NS,2023-09-30,3M,INR,115800000.0,306600000.0,1129970100000.0,63532800000.0,632900000.0,62550800000.0,63532800000.0,1156308400000.0,63731600000.0,589800000.0,1013400000.0,1509200000.0,1156308400000.0,1129970100000.0,0.0,0.0,159700000.0,350300000.0,1154799200000.0,1800000.0,38475000000.0,6353284188.0,1092775600000.0,495800000.0,412900000.0,36700000.0,3600000.0,61917900000.0,589800000.0,0.0,6353284188.0,1156308400000.0,1154799200000.0,870600000.0,1195975900000.0,1156308400000.0,0.0,1156308400000.0,39667500000.0,1132244300000.0,39077700000.0,474000000.0,63141800000.0
