symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherProperties,OtherShortTermInvestments,Payables,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
SONACOMS.NS,2023-03-31,3M,INR,2489340000.0,6088520000.0,92370000.0,777220000.0,5854050000.0,441080000.0,2982080000.0,5854050000.0,22902000000.0,693550000.0,13002180000.0,117920000.0,1687940000.0,1805860000.0,5501770000.0,68390000.0,1758090000.0,6450190000.0,10337290000.0,3229410000.0,25076680000.0,92370000.0,659300000.0,486740000.0,1146040000.0,170460000.0,,1733600000.0,10337290000.0,16451810000.0,876240000.0,585415582.0,702170000.0,243670000.0,17047950000.0,4692100000.0,44930000.0,398260000.0,9643740000.0,2541000000.0,2597430000.0,585415582.0,22902000000.0,16451810000.0,30598250000.0,23388740000.0,2951900000.0,22902000000.0,7696250000.0,17596070000.0,2194480000.0,108090000.0,7500410000.0
SONACOMS.NS,2023-09-30,3M,INR,3109920000.0,6760230000.0,224030000.0,981630000.0,5854160000.0,695970000.0,2438980000.0,5854160000.0,24324040000.0,756300000.0,13463990000.0,80590000.0,2491180000.0,2571770000.0,7104880000.0,91380000.0,3502190000.0,9661340000.0,10944570000.0,3379630000.0,27204610000.0,224030000.0,901040000.0,389390000.0,1290430000.0,200340000.0,602580000.0,2184600000.0,10944570000.0,14662700000.0,1111580000.0,585415582.0,885150000.0,279730000.0,18469880000.0,6159150000.0,45410000.0,506910000.0,10188270000.0,1743010000.0,3312520000.0,585415582.0,24324040000.0,14662700000.0,35115450000.0,24713430000.0,3862200000.0,24926620000.0,10188830000.0,21651460000.0,3083950000.0,202600000.0,6359110000.0
